id,fname,SMILES,first_triplet,first_singlet,dipole_moment
100,electronic_prop_molecule_3988.dat,Cc1c2c(F)c(-c3sc(-c4ncc(-c5scc(F)c5F)c5nsnc45)c(F)c3F)n(C)c2c(C)c2c(F)cn(C)c12,2.018,2.513,2.09326
101,electronic_prop_molecule_3750.dat,CSc1c2cc(-c3c(F)c(F)c(-c4ncc(-c5c(F)c(F)cn5C)c5nn(C)nc45)n3C)sc2c(SC)c2ccsc12,2.591,3.041,5.07577
102,electronic_prop_molecule_526.dat,O=C1c2c(coc2F)C(=O)c2c(-c3ccc[se]3)oc(-c3cc(F)c(-c4cc5[nH]c6cc(-c7ccc(-c8oc(-c9cc(F)c(-c%10cc%11[nH]c%12ccsc%12c%11o%10)s9)c9c8C(=O)c8coc(F)c8C9=O)[se]7)sc6c5o4)s3)c21,1.939,2.191,9.66711
103,electronic_prop_molecule_532.dat,COc1cc(-c2cc3sc(-c4sc5c(SC)c6c(SC)c(-c7oc8c(C)c(-c9c(OC)cc(-c%10cc%11sccc%11s%10)c%10nc(-c%11cc(C)c(SC)c(SC)c%11)c(-c%11cc(C)c(OC)c(F)c%11)nc9%10)sc8c7SC)n(C)c6cc5c4F)cc3s2)c2nc(-c3cc(C)c(SC)c(SC)c3)c(-c3cc(C)c(OC)c(F)c3)nc2c1-c1sc2c(SC)c(-c3c(SC)c4c(SC)c5scc(F)c5cc4n3C)oc2c1C,2.488,2.727,3.1292
104,electronic_prop_molecule_3744.dat,COc1c2sc(-c3c(F)c(F)c(-c4ncc(-c5c(F)c(F)cn5C)c5c4[N]N(C)[N]5)n3C)c(F)c2c(OC)c2scc(F)c12,2.741,3.194,9.30719
105,electronic_prop_molecule_1153.dat,CSc1sc(F)c2c1C(=O)c1c(-c3cc(C)cs3)oc(-c3ccc(-c4sc5c(C)cn(C)c5c4SC)s3)c1C2=O,2.302,2.799,3.33191
106,electronic_prop_molecule_1635.dat,COc1cc(-c2nc3c(-c4cc(C)c(-c5ccc(-c6cc(SC)cn6C)s5)s4)c(SC)c(OC)c(-c4cccn4C)c3nc2-c2ccc(F)c(C)c2)cc(F)c1OC,2.229,2.56,4.54183
107,electronic_prop_molecule_254.dat,COc1c(F)cc(-c2nc3c(-c4sc5c(SC)c(-c6oc7cc8c(F)cn(C)c8c(F)c7c6F)n(C)c5c4OC)c(OC)c(SC)c(-c4c(OC)c5scc(F)c5n4C)c3nc2-c2cc(C)c(OC)c(SC)c2)cc1F,2.966,3.216,2.04896
108,electronic_prop_molecule_3022.dat,COc1cc(-c2oc3ccoc3c2OC)c2nc(-c3cc(C)c(F)c(SC)c3)c(-c3ccc(SC)c(SC)c3)nc2c1-c1sc2cc(-c3cc(F)c(-c4occc4F)s3)n(C)c2c1SC,2.435,2.777,5.13414
109,electronic_prop_molecule_4995.dat,Cc1cc(-c2c3oc(-c4ncc(-c5oc6c(-c7cc(C)c(C)c(C)c7)c7c(F)c(-c8nccc9nsnc89)oc7c(-c7cc(C)c(C)c(C)c7)c6c5F)c5nsnc45)c(F)c3c(-c3cc(C)c(C)c(C)c3)c3occ(F)c23)cc(C)c1C,2.071,2.5,1.6737
110,electronic_prop_molecule_1806.dat,COc1cc(-c2nc3c(-c4sc5c(F)csc5c4F)c(SC)c(OC)c(-c4c(F)c5sc(-c6oc7cc8c(F)cn(C)c8c(F)c7c6F)c(F)c5n4C)c3nc2-c2cc(C)cc(F)c2)cc(SC)c1F,2.705,3.005,3.34227
111,electronic_prop_molecule_3977.dat,Cc1ccn(C)c1-c1c(C)cc(-c2ccc(-c3ncc(-c4cccs4)c4nsnc34)s2)n1C,1.904,2.425,3.57375
112,electronic_prop_molecule_3963.dat,CSc1c2oc(-c3ccc(-c4ncc(-c5ccco5)c5c4[N]O[N]5)o3)c(F)c2c(SC)c2occ(F)c12,1.926,2.528,0.97895
113,electronic_prop_molecule_1812.dat,COc1ccc2nc(OC)c(SC)nc2c1-c1cc2c([se]1)-c1sccc1[SiH2]2,2.472,2.909,2.85952
114,electronic_prop_molecule_4942.dat,CSc1cc(-c2c3oc(-c4ncc(-c5oc6c(-c7cc(SC)c(SC)c(SC)c7)c7c(SC)c(-c8nccc9nonc89)oc7c(-c7cc(SC)c(SC)c(SC)c7)c6c5SC)c5nonc45)c(SC)c3c(-c3cc(SC)c(SC)c(SC)c3)c3occ(SC)c23)cc(SC)c1SC,1.833,2.319,5.33554
115,electronic_prop_molecule_283.dat,CSc1cc2nc(F)c(SC)nc2c(-c2sc3c(C)cn(C)c3c2SC)c1SC,3.005,3.376,4.02036
116,electronic_prop_molecule_3793.dat,Cc1cn(C)c2c(F)c3c(C)c(-c4oc(-c5ncc(-c6occ(F)c6F)c6nonc56)c(F)c4F)n(C)c3c(F)c12,1.964,2.565,2.08264
117,electronic_prop_molecule_1184.dat,COc1cc2c(cc1SC)C(=O)c1c(-c3cc(F)c(-c4c(F)c5c(-c6cc(C)c(C)s6)c6occ(C)c6c(-c6cc(SC)c(SC)n6C)c5n4C)o3)[se]c(-c3cc(F)c[se]3)c1C2=O,2.405,2.77,4.62105
118,electronic_prop_molecule_1190.dat,COc1ccc2nc(OC)c(SC)nc2c1-c1ccc(-c2cc(SC)co2)s1,2.811,3.283,1.37969
119,electronic_prop_molecule_3787.dat,Cc1c2cc(-c3oc(-c4ncc(-c5occ(F)c5F)c5nonc45)c(F)c3F)sc2c(C)c2ccsc12,2.028,2.641,5.32529
120,electronic_prop_molecule_2499.dat,COc1cc(-c2ccc(-c3c(OC)c(SC)c(-c4c(OC)cc(-c5ccc(-c6c(OC)c(SC)cc7nc(-c8cc(F)c(SC)c(F)c8)c(-c8ccc(OC)c(SC)c8)nc67)o5)n4C)c4nc(-c5cc(F)c(SC)c(F)c5)c(-c5ccc(OC)c(SC)c5)nc34)o2)n(C)c1,2.434,2.657,3.65596
121,electronic_prop_molecule_4956.dat,COc1cn(C)c2c(-c3cc(F)c(F)c(F)c3)c3c(OC)c(-c4ncc(-c5c(OC)c6c(-c7cc(F)c(F)c(F)c7)c7c(c(OC)c(-c8nccc9nsnc89)n7C)c(-c7cc(F)c(F)c(F)c7)c6n5C)c5nsnc45)n(C)c3c(-c3cc(F)c(F)c(F)c3)c12,1.971,2.328,1.91997
122,electronic_prop_molecule_297.dat,CSc1cc2nc(-c3ccc(F)c(F)c3)c(-c3ccccc3)nc2c(-c2oc3c(C)c4c(C)coc4c(C)c3c2F)c1C,3.115,3.387,2.97825
123,electronic_prop_molecule_1379.dat,COc1sc(-c2c3cc(-c4sc(-c5c(F)cc(-c6c(SC)c(F)c(-c7sc8c(-c9cc(C)c(OC)s9)c9cc(-c%10sc(-c%11c(F)cc(-c%12c(SC)c(F)cn%12C)c%12nonc%11%12)c(C)c%10SC)sc9c(-c9ccc(F)s9)c8c7SC)n6C)c6nonc56)c(C)c4SC)sc3c(-c3ccc(F)s3)c3c(SC)csc23)cc1C,2.363,2.659,6.32538
124,electronic_prop_molecule_4201.dat,COc1c2sc(-c3ccc(-c4ncc(-c5ccco5)c5c4[N]O[N]5)o3)c(SC)c2c(OC)c2scc(SC)c12,1.944,2.526,2.76867
125,electronic_prop_molecule_718.dat,CSc1c[se]c(-c2sc(-c3cc(C)c(-c4cc(SC)c(-c5cccs5)s4)o3)c3c2C(=O)c2c(SC)oc(C)c2C3=O)c1,2.213,2.668,3.66714
126,electronic_prop_molecule_2670.dat,COc1cc(SC)cc(-c2nc3c(-c4ccc(-c5c(C)c6c(-c7cc(F)c(C)s7)c7scc(SC)c7c(-c7ccc(SC)s7)c6n5C)o4)c(SC)c(SC)c(-c4c(SC)c(OC)cn4C)c3nc2-c2cc(C)c(F)c(C)c2)c1,2.537,2.828,6.05931
127,electronic_prop_molecule_2116.dat,COc1c(-c2c(C)c(SC)c(-c3oc4c(C)c(-c5oc6c(-c7cc(C)c(F)c(F)c7)c7c(OC)csc7c(-c7ccc(C)cc7)c6c5C)n(C)c4c3C)c3nsnc23)oc2c(F)coc12,2.392,2.717,6.44324
128,electronic_prop_molecule_3208.dat,CSc1c2sc(-c3nccc4nonc34)c(F)c2c(SC)c2scc(F)c12,2.471,3.051,1.61772
129,electronic_prop_molecule_4567.dat,COc1csc(-c2cnc(-c3sc(-c4oc5c(C)c6c(OC)coc6c(C)c5c4OC)c(OC)c3OC)c3nsnc23)c1OC,2.23,2.678,1.73226
130,electronic_prop_molecule_2102.dat,COc1cn(C)c2c(SC)c(-c3c(F)cc(-c4oc5c(F)c(-c6cc7[nH]c8cc[se]c8c7[se]6)n(C)c5c4SC)c4nn(C)nc34)n(C)c12,1.869,2.42,4.0961
131,electronic_prop_molecule_4573.dat,CSc1ccsc1-c1sc(-c2oc(-c3ncc(-c4occ(SC)c4SC)c4nonc34)c(SC)c2SC)cc1SC,1.832,2.402,5.97514
132,electronic_prop_molecule_4215.dat,COc1cn(C)c2c(C)c3c(OC)c(-c4ccc(-c5ncc(-c6cccs6)c6nsnc56)s4)n(C)c3c(C)c12,1.917,2.388,1.83354
133,electronic_prop_molecule_2664.dat,COc1cc(-c2sccc2C)sc1-c1oc(-c2c(C)c(OC)c(-c3occ(C)c3SC)c3nc(C)c(OC)nc23)c(C)c1F,3.246,3.65,2.65571
134,electronic_prop_molecule_2894.dat,COc1coc(-c2c(F)c(OC)c(-c3oc(-c4cc5[nH]c6ccoc6c5s4)cc3OC)c3nc(-c4ccc(SC)c(SC)c4)c(-c4cccc(F)c4)nc23)c1,2.241,2.615,2.22916
135,electronic_prop_molecule_724.dat,COc1cc(-c2c3sccc3c(-c3cc(SC)c(C)o3)c3oc(-c4ccc(-c5oc(-c6cc(C)cs6)c6c5C(=O)c5c(F)sc(SC)c5C6=O)s4)c(OC)c23)n(C)c1F,2.336,2.788,3.06789
136,electronic_prop_molecule_3552.dat,Cc1csc(-c2cnc(-c3sc(-c4cc(C)c(-c5c(C)ccn5C)n4C)c(C)c3C)c3nsnc23)c1C,2.001,2.496,1.28776
137,electronic_prop_molecule_5123.dat,CSc1csc(-c2cnc(-c3sc(-c4cc(F)c(-c5sc(-c6sc(-c7cnc(-c8sc(-c9cc(F)c(-c%10sccc%10F)s9)c(SC)c8SC)c8nsnc78)c(SC)c6SC)cc5F)s4)c(SC)c3SC)c3nsnc23)c1SC,1.743,2.086,5.07769
138,electronic_prop_molecule_1345.dat,COc1c(-c2oc(-c3ccc(-c4sc(-c5cc(F)c(-c6oc(-c7oc(-c8cccn8C)cc7C)c(OC)c6OC)c6nn(C)nc56)c(SC)c4F)n3C)cc2C)oc(-c2c(F)cc(-c3scc(F)c3SC)c3nn(C)nc23)c1OC,2.234,2.468,7.71827
139,electronic_prop_molecule_1423.dat,COc1cc2c(cc1C)C(=O)c1c(-c3cc(F)c(-c4c(OC)c5oc(-c6oc(-c7sc(-c8cc(F)c(-c9c(OC)c%10occc%10n9C)o8)c8c7C(=O)c7cc(OC)c(C)cc7C8=O)cc6SC)cc5n4C)o3)sc(-c3cc(SC)co3)c1C2=O,1.891,2.161,2.8214
140,electronic_prop_molecule_3234.dat,COc1c2sc(-c3nccc4nonc34)c(C)c2c(OC)c2scc(C)c12,1.99,2.57,2.82489
141,electronic_prop_molecule_3220.dat,c1csc(-c2ccc(-c3nccc4nonc34)s2)c1,2.309,3.009,2.89626
142,electronic_prop_molecule_1437.dat,COc1sc(-c2c3cc(-c4cc5sc(-c6c(F)c(SC)c(-c7oc8c(F)c(-c9sc%10c(-c%11cc(C)c(OC)s%11)c%11cc(-c%12cc%13sc(-c%14c(F)c(SC)c(-c%15oc%16c(F)csc%16c%15OC)c%15nc(SC)cnc%14%15)c(SC)c%13n%12C)sc%11c(-c%11ccc(F)s%11)c%10c9SC)sc8c7OC)c7nc(SC)cnc67)c(SC)c5n4C)sc3c(-c3ccc(F)s3)c3c(SC)csc23)cc1C,2.552,2.794,7.02619
143,electronic_prop_molecule_1351.dat,COc1cc(-c2cc3sc(-c4c(F)c(SC)c(-c5oc6c(F)c(-c7cc(SC)c(-c8oc(-c9cc%10sc(-c%11c(F)c(SC)c(-c%12oc%13c(F)csc%13c%12OC)c%12nc(SC)cnc%11%12)c(SC)c%10n9C)cc8OC)s7)sc6c5OC)c5nc(SC)cnc45)c(SC)c3n2C)oc1-c1sccc1SC,2.171,2.413,5.69494
144,electronic_prop_molecule_2880.dat,COc1ccn(C)c1-c1c(OC)cc(-c2cc3oc(-c4c(SC)c(F)c(-c5sc6c(OC)coc6c5C)c5nsnc45)c(F)c3s2)n1C,2.226,2.637,2.54693
145,electronic_prop_molecule_4229.dat,COc1cn(C)c(-c2cnc(-c3c(OC)c(OC)c(-c4cc(SC)c(-c5c(SC)ccn5C)n4C)n3C)c3nn(C)nc23)c1OC,2.653,3.137,6.46729
146,electronic_prop_molecule_3546.dat,Cc1csc(-c2cnc(-c3sc(-c4oc5c(F)c6c(F)coc6c(F)c5c4F)c(C)c3C)c3nsnc23)c1C,2.069,2.539,1.81906
147,electronic_prop_molecule_730.dat,COc1c(-c2c(SC)c(F)c(-c3sc4cc(-c5cc6[nH]c7ccsc7c6o5)n(C)c4c3SC)c3ncc(SC)nc23)oc2c(F)csc12,2.687,2.993,2.82331
148,electronic_prop_molecule_2658.dat,COc1[se]c(C)c2c1C(=O)c1c(-c3cc(F)c(-c4ccc(-c5cc(SC)cn5C)s4)o3)oc(-c3cc(SC)cs3)c1C2=O,2.376,2.821,1.99161
149,electronic_prop_molecule_5137.dat,COc1csc(-c2cnc(-c3sc(-c4cc(F)c(-c5oc(-c6sc(-c7cnc(-c8sc(-c9cc(F)c(-c%10occc%10F)o9)c(OC)c8OC)c8nsnc78)c(OC)c6OC)cc5F)o4)c(OC)c3OC)c3nsnc23)c1OC,1.763,2.083,4.86807
150,electronic_prop_molecule_903.dat,COc1c(SC)cc(-c2nc3ccc(F)c(-c4oc5c(-c6cc(C)c(C)c(C)c6)c6c(OC)coc6c(-c6cc(F)c(C)c(F)c6)c5c4SC)c3nc2-c2cccc(F)c2)cc1SC,3.158,3.549,2.97221
151,electronic_prop_molecule_917.dat,COc1c(F)cc(-c2nc3c(-c4sc5c(SC)c(-c6ccc(-c7cc(SC)c(-c8sc9c(OC)c(-c%10c(SC)c(OC)c(-c%11sc%12c(SC)c(-c%13ccc(-c%14cc(SC)cn%14C)s%13)n(C)c%12c%11OC)c%11nc(-c%12cc(F)c(OC)c(F)c%12)c(-c%12cc(C)c(OC)c(SC)c%12)nc%10%11)n(C)c9c8F)n7C)s6)n(C)c5c4OC)c(OC)c(SC)c(-c4c(OC)c5scc(F)c5n4C)c3nc2-c2cc(C)c(OC)c(SC)c2)cc1F,2.416,2.621,6.71944
152,electronic_prop_molecule_1386.dat,COc1ccc2nc(OC)c(SC)nc2c1-c1sc2c(F)c(-c3cc(OC)c(-c4sc5c(F)csc5c4F)c4nc(SC)c(OC)nc34)sc2c1F,2.655,3.005,7.28435
153,electronic_prop_molecule_2857.dat,CSc1csc(-c2oc(-c3ccc(-c4cc5cc6occ(SC)c6c(C)c5n4C)o3)c3c2C(=O)c2cc(C)c(F)cc2C3=O)c1,2.304,2.864,2.42628
154,electronic_prop_molecule_3591.dat,COc1cn(C)c2c(SC)c3c(OC)c(-c4c(C)c(C)c(-c5ncc(-c6c(C)c(C)cn6C)c6nn(C)nc56)n4C)n(C)c3c(SC)c12,2.757,3.186,3.45482
155,electronic_prop_molecule_4598.dat,CSc1coc(-c2cnc(-c3oc(-c4c(C)c5c(F)c6c(c(C)cn6C)c(F)c5n4C)c(SC)c3SC)c3nonc23)c1SC,1.843,2.462,2.96735
156,electronic_prop_molecule_2843.dat,COc1nc2cc(C)c(F)c(-c3sc4cc5c(C)cn(C)c5c(F)c4c3F)c2nc1OC,3.244,3.726,2.28829
157,electronic_prop_molecule_3585.dat,COc1c2c(SC)c(-c3c(C)c(C)c(-c4ncc(-c5c(C)c(C)cn5C)c5nn(C)nc45)n3C)n(C)c2c(OC)c2c(SC)cn(C)c12,2.837,3.292,1.6334
158,electronic_prop_molecule_1392.dat,CSc1nc2cc(F)cc(-c3sc4c(C)c(-c5c(F)cc(-c6sc7c(C)cn(C)c7c6SC)c6nc(SC)c(SC)nc56)n(C)c4c3SC)c2nc1SC,2.499,2.855,2.79365
159,electronic_prop_molecule_1393.dat,COc1cc2c(cc1C)C(=O)c1c(-c3cc(F)c(-c4cc5[nH]c6cc(-c7[se]c(-c8[se]c(-c9cc(F)c(-c%10cc%11[nH]c%12ccsc%12c%11o%10)s9)c9c8C(=O)c8cc(OC)c(C)cc8C9=O)cc7F)sc6c5o4)s3)[se]c(-c3cc(F)c[se]3)c1C2=O,1.804,2.074,5.4003
160,electronic_prop_molecule_3584.dat,COc1csc2c(OC)c3c(OC)c(-c4c(C)c(C)c(-c5ncc(-c6c(C)c(C)cn6C)c6nn(C)nc56)n4C)sc3c(OC)c12,2.776,3.216,3.57707
161,electronic_prop_molecule_2842.dat,Cc1cc(-c2cc(F)c(-c3occc3F)s2)c2nonc2c1,2.495,3.154,5.74429
162,electronic_prop_molecule_3590.dat,CSc1c2c(F)c(-c3c(C)c(C)c(-c4ncc(-c5c(C)c(C)cn5C)c5nn(C)nc45)n3C)n(C)c2c(SC)c2c(F)cn(C)c12,2.698,3.124,3.89044
163,electronic_prop_molecule_2856.dat,COc1oc(F)c2c1C(=O)c1c(-c3cc(C)c[se]3)sc(-c3cc(F)c(-c4c(F)c5c(-c6cc(C)cc(C)c6)c6scc(OC)c6c(-c6ccc(F)c(F)c6)c5n4C)s3)c1C2=O,2.453,2.858,5.1202
164,electronic_prop_molecule_1387.dat,CSc1cc2nc(F)c(SC)nc2c(-c2cc3oc4c(SC)c(-c5c(SC)c(SC)c(-c6cc7oc8c(SC)coc8c7n6C)c6nc(SC)c(F)nc56)oc4c3n2C)c1SC,2.356,2.617,5.95006
165,electronic_prop_molecule_4599.dat,CSc1coc(-c2cnc(-c3oc(-c4oc5c(F)c6c(F)coc6c(F)c5c4F)c(SC)c3SC)c3nonc23)c1SC,2.042,2.613,3.54267
166,electronic_prop_molecule_916.dat,COc1ccc2nsnc2c1-c1c(F)c2c(-c3cc(C)c(C)s3)c3oc(-c4cc(OC)c(-c5c(F)c6c(-c7cc(C)c(C)s7)c7occ(C)c7c(-c7cc(SC)c(SC)n7C)c6n5C)c5nsnc45)c(C)c3c(-c3cc(SC)c(SC)n3C)c2n1C,2.238,2.614,7.34618
167,electronic_prop_molecule_902.dat,COc1ccoc1-c1c(C)c(OC)c(-c2c(C)c(SC)c(-c3oc4c(C)c5c(C)coc5c(C)c4c3F)n2C)c2nc(-c3cc(C)c(F)c(SC)c3)c(-c3cc(OC)c(OC)c(SC)c3)nc12,3.124,3.371,5.38076
168,electronic_prop_molecule_1436.dat,COc1c(C)c(-c2c(F)c(F)c(-c3oc(-c4sc5c(-c6cc(F)c(C)s6)c6c(C)c(-c7c(OC)c(C)c(-c8c(F)c(F)c(-c9occ(SC)c9SC)c9nccnc89)n7C)n(C)c6c(-c6ccc(SC)s6)c5c4SC)c(SC)c3SC)c3nccnc23)n(C)c1-c1c(C)c2c(-c3cc(F)c(C)s3)c3scc(SC)c3c(-c3ccc(SC)s3)c2n1C,2.675,2.903,6.73054
169,electronic_prop_molecule_3221.dat,Cc1c2c(F)c(-c3nccc4nonc34)n(C)c2c(C)c2c(F)cn(C)c12,2.132,2.664,2.43814
170,electronic_prop_molecule_5136.dat,COc1csc(-c2cnc(-c3sc(-c4cc(C)c(-c5sc(-c6sc(-c7cnc(-c8sc(-c9cc(C)c(-c%10sccc%10C)s9)c(OC)c8OC)c8nsnc78)c(OC)c6OC)cc5C)s4)c(OC)c3OC)c3nsnc23)c1OC,1.901,2.235,6.02021
171,electronic_prop_molecule_2659.dat,CSc1cc(-c2oc(-c3cc(F)cs3)c3c2C(=O)c2csc(C)c2C3=O)sc1-c1cc2c([se]1)-c1occc1[SiH2]2,2.119,2.621,1.53043
172,electronic_prop_molecule_3547.dat,CSc1c2cc(-c3sc(-c4ncc(-c5scc(C)c5C)c5nsnc45)c(C)c3C)sc2c(SC)c2ccsc12,2.171,2.639,3.65362
173,electronic_prop_molecule_731.dat,COc1cc(-c2ccc(-c3sc4cc(-c5c(SC)cc(-c6oc7c(SC)cn(C)c7c6C)c6nc(F)c(C)nc56)oc4c3SC)o2)n(C)c1,2.266,2.612,5.10433
174,electronic_prop_molecule_4228.dat,COc1cn(C)c(-c2cnc(-c3c(OC)c(OC)c(-c4cc(SC)c(-c5sccc5SC)s4)n3C)c3nn(C)nc23)c1OC,2.384,2.803,7.77289
175,electronic_prop_molecule_2881.dat,COc1cc(-c2oc3c(SC)coc3c2SC)c2nc(OC)c(F)nc2c1-c1oc2cc(-c3cc(OC)c(-c4c(OC)ccn4C)n3C)oc2c1SC,2.408,2.736,1.79813
176,electronic_prop_molecule_1350.dat,CSc1sc(F)c2c1C(=O)c1c(-c3cc(C)cs3)oc(-c3ccc(-c4sc5c(C)c(-c6sc(-c7oc(-c8ccc(-c9sc%10c(C)cn(C)c%10c9SC)s8)c8c7C(=O)c7c(SC)sc(F)c7C8=O)cc6C)n(C)c5c4SC)s3)c1C2=O,2.234,2.527,5.24658
177,electronic_prop_molecule_1344.dat,COc1c(-c2c(SC)c(F)c(-c3sc4cc(-c5oc(-c6ccc(-c7sc8c(OC)c(-c9c(SC)c(F)c(-c%10sc%11cc(-c%12oc(-c%13cccn%13C)cc%12C)n(C)c%11c%10SC)c%10ncc(SC)nc9%10)oc8c7F)n6C)cc5C)n(C)c4c3SC)c3ncc(SC)nc23)oc2c(F)csc12,2.398,2.627,3.40718
178,electronic_prop_molecule_5122.dat,COc1ccsc1-c1sc(-c2sc(-c3ncc(-c4sc(-c5cc(OC)c(-c6sc(-c7sc(-c8ncc(-c9scc(SC)c9SC)c9nsnc89)c(SC)c7SC)cc6OC)s5)c(SC)c4SC)c4nsnc34)c(SC)c2SC)cc1OC,1.869,2.091,3.77352
179,electronic_prop_molecule_725.dat,COc1ccoc1-c1ccc(-c2c(SC)c3sc(-c4c(SC)c(C)c(-c5c(SC)c6occ(C)c6n5C)c5nc(OC)c(OC)nc45)c(F)c3n2C)s1,2.81,3.25,2.70433
180,electronic_prop_molecule_3553.dat,CSc1c2sc(-c3oc(-c4ncc(-c5occ(C)c5C)c5nonc45)c(C)c3C)c(C)c2c(SC)c2scc(C)c12,1.854,2.439,1.82094
181,electronic_prop_molecule_2895.dat,CSc1csc(-c2oc(-c3ccc(-c4cc5[nH]c6cc[se]c6c5s4)o3)c3c2C(=O)c2cc(C)c(F)cc2C3=O)c1,2.185,2.741,4.19341
182,electronic_prop_molecule_3235.dat,COc1c2sc(-c3nccc4nonc34)c(F)c2c(OC)c2scc(F)c12,2.149,2.757,2.09386
183,electronic_prop_molecule_1422.dat,COc1c(C)cn(C)c1-c1cc(C)c(-c2oc(-c3sc4c(F)c(-c5c(C)c(OC)c(-c6cc(C)c(-c7oc(-c8sc9c(F)csc9c8F)c(F)c7C)c7nn(C)nc67)n5C)sc4c3F)c(F)c2C)c2nn(C)nc12,2.565,2.785,6.83895
184,electronic_prop_molecule_4572.dat,COc1csc(-c2cnc(-c3sc(-c4c(OC)c5cc6c(cc5n4C)c(OC)cn6C)c(OC)c3OC)c3nsnc23)c1OC,2.22,2.608,2.60251
185,electronic_prop_molecule_2103.dat,COc1c(-c2c(F)c3oc(-c4cc(F)c(-c5c(SC)c6c(c(OC)cn6C)n5C)c5nn(C)nc45)c(SC)c3n2C)n(C)c2c(OC)coc12,2.682,3.103,4.5589
186,electronic_prop_molecule_2665.dat,COc1c(C)c(-c2c(C)c(SC)c(-c3scc(SC)c3F)c3nc(F)c(C)nc23)n(C)c1-c1oc(-c2cccs2)cc1C,3.123,3.395,0.92194
187,electronic_prop_molecule_4214.dat,Cc1csc2cc3c(C)c(-c4ncc(-c5sc6cc7c(C)c(-c8nccc9nn(C)nc89)sc7cc6c5C)c5nn(C)nc45)sc3cc12,2.549,2.955,2.05981
188,electronic_prop_molecule_2671.dat,COc1c(F)csc1-c1c(SC)c(SC)c(-c2c(F)c(F)c(-c3c(SC)c4c(SC)c5scc(F)c5cc4n3C)n2C)c2nc(F)c(C)nc12,3.028,3.354,5.4348
189,electronic_prop_molecule_719.dat,COc1cc(-c2c(SC)ccn2C)oc1-c1c(SC)c2sc(-c3c(OC)c(SC)c(-c4c(OC)c5scc(F)c5n4C)c4nc(-c5cc(C)c(OC)c(SC)c5)c(-c5cc(F)c(OC)c(F)c5)nc34)c(OC)c2n1C,2.679,2.896,4.07174
190,electronic_prop_molecule_4200.dat,CSc1c2cc(-c3ccc(-c4ncc(-c5ccco5)c5c4[N]O[N]5)o3)sc2c(SC)c2ccsc12,1.949,2.549,2.56234
191,electronic_prop_molecule_1378.dat,COc1cc2nc(SC)cnc2c(-c2oc3c(-c4cc(SC)c(C)o4)c4cc(-c5c(OC)c(F)c(-c6oc7c(-c8cc(SC)c(C)o8)c8ccsc8c(-c8cc(OC)c(F)n8C)c7c6OC)c6ncc(SC)nc56)sc4c(-c4cc(OC)c(F)n4C)c3c2OC)c1F,2.414,2.75,5.83381
192,electronic_prop_molecule_4566.dat,COc1csc(-c2cnc(-c3sc(-c4c(OC)c5c(C)c6c(c(OC)cn6C)c(C)c5n4C)c(OC)c3OC)c3nsnc23)c1OC,2.046,2.495,4.69062
193,electronic_prop_molecule_3209.dat,COc1ccn(C)c1-c1c(OC)cc(-c2nccc3nonc23)n1C,2.078,2.857,4.14405
194,electronic_prop_molecule_2117.dat,COc1c(-c2sc(-c3oc(-c4ccc[se]4)c4c3C(=O)c3c(coc3F)C4=O)cc2F)n(C)c2c(OC)coc12,2.665,3.305,2.68212
195,electronic_prop_molecule_2498.dat,CSc1cc(-c2sc(-c3oc(-c4ccc(-c5ccc(-c6sc(-c7sc(-c8oc(-c9ccc[se]9)c9c8C(=O)c8c(coc8F)C9=O)cc7F)cc6SC)s5)[se]4)c4c3C(=O)c3c(coc3F)C4=O)cc2F)sc1-c1cccs1,1.147,1.147,4.16656
196,electronic_prop_molecule_3786.dat,Cc1c2cc(-c3oc(-c4ncc(-c5occ(F)c5F)c5nonc45)c(F)c3F)oc2c(C)c2ccoc12,1.959,2.579,1.80162
197,electronic_prop_molecule_1191.dat,COc1ccc2nc(OC)c(SC)nc2c1-c1cc2c([se]1)-c1occc1[SiH2]2,2.644,3.108,1.21466
198,electronic_prop_molecule_296.dat,COc1cc2nc(SC)cnc2c(-c2cc3[nH]c4cc[se]c4c3o2)c1F,2.675,3.197,2.94267
199,electronic_prop_molecule_4957.dat,CSc1csc2c(-c3cc(F)c(F)c(F)c3)c3c(SC)c(-c4ncc(-c5sc6c(-c7cc(F)c(F)c(F)c7)c7c(SC)c(-c8nccc9nsnc89)sc7c(-c7cc(F)c(F)c(F)c7)c6c5SC)c5nsnc45)sc3c(-c3cc(F)c(F)c(F)c3)c12,2.269,2.654,1.40096
200,electronic_prop_molecule_282.dat,COc1cc2c(cc1SC)C(=O)c1c(-c3cc(F)c(-c4cc5c(-c6cc(C)c(OC)s6)c6scc(SC)c6c(-c6ccc(F)s6)c5s4)o3)[se]c(-c3cc(F)c[se]3)c1C2=O,2.376,2.698,2.70315
201,electronic_prop_molecule_4943.dat,CSc1cc(-c2c3sc(-c4ncc(-c5sc6c(-c7cc(SC)c(SC)c(SC)c7)c7c(SC)c(-c8nccc9nonc89)sc7c(-c7cc(SC)c(SC)c(SC)c7)c6c5SC)c5nonc45)c(SC)c3c(-c3cc(SC)c(SC)c(SC)c3)c3scc(SC)c23)cc(SC)c1SC,1.913,2.321,8.50666
