id,fname,SMILES,first_triplet,first_singlet,dipole_moment
2311,electronic_prop_molecule_1900.dat,COc1cc(-c2sccc2C)sc1-c1c(SC)c(SC)cc2nc(F)c(SC)nc12,3.07,3.484,2.44809
2312,electronic_prop_molecule_1647.dat,COc1c(-c2c(C)c(F)c(-c3oc4c(F)csc4c3C)c3nsnc23)n(C)c2cc(-c3oc4c(-c5cc(C)c(F)c(F)c5)c5c(OC)csc5c(-c5ccc(C)cc5)c4c3C)sc12,2.406,2.73,3.08131
2313,electronic_prop_molecule_3050.dat,COc1cc(-c2nc3c(-c4c(OC)c(OC)c(-c5cc6c([se]5)-c5[se]ccc5[SiH2]6)n4C)c(OC)cc(-c4occ(SC)c4SC)c3nc2-c2cc(SC)c(SC)c(SC)c2)cc(SC)c1F,2.321,2.617,1.5303
2314,electronic_prop_molecule_226.dat,COc1c(-c2cc(F)c(-c3oc4c(OC)c(-c5cc(F)cc6nc(SC)c(SC)nc56)n(C)c4c3OC)c3nc(SC)c(SC)nc23)n(C)c2c(OC)coc12,2.766,3.04,9.17766
2315,electronic_prop_molecule_2428.dat,COc1cc(-c2nc3c(-c4c(C)c(C)c(-c5c(C)c6c(-c7cc(F)c(C)s7)c7scc(SC)c7c(-c7ccc(SC)s7)c6n5C)n4C)ccc(-c4cc(SC)cn4C)c3nc2-c2cc(F)c(SC)c(F)c2)cc(C)c1OC,2.792,3.092,1.737
2316,electronic_prop_molecule_4059.dat,CSc1coc2c(C)c3c(SC)c(-c4ccc(-c5ncc(-c6ccco6)c6c5[N]O[N]6)o4)oc3c(C)c12,1.835,2.427,2.15248
2317,electronic_prop_molecule_3736.dat,CSc1coc2cc3c(SC)c(-c4c(F)c(F)c(-c5ncc(-c6c(F)c(F)cn6C)c6nn(C)nc56)n4C)oc3cc12,2.742,3.207,5.80535
2318,electronic_prop_molecule_540.dat,CSc1coc(-c2cc(C)c(-c3c(SC)c(C)c(-c4sc5c(oc6c(F)c(-c7oc(-c8cc(C)c(-c9c(SC)c(C)c(-c%10sc%11c(oc%12c(F)coc%12%11)c%10SC)n9C)c9nsnc89)c(F)c7SC)oc65)c4SC)n3C)c3nsnc23)c1F,2.291,2.619,3.37375
2319,electronic_prop_molecule_1121.dat,COc1cc(-c2nc3c(-c4sc5c(F)csc5c4F)c(SC)c(OC)c(-c4c(F)c5sc(-c6oc7c(-c8cc(SC)c(C)o8)c8cc(-c9sc%10c(F)c(-c%11c(SC)c(OC)c(-c%12c(F)c%13sc(-c%14oc%15c(-c%16cc(SC)c(C)o%16)c%16ccsc%16c(-c%16cc(OC)c(F)n%16C)c%15c%14OC)c(F)c%13n%12C)c%12nc(-c%13cc(C)cc(F)c%13)c(-c%13cc(OC)c(F)c(SC)c%13)nc%11%12)sc%10c9F)sc8c(-c8cc(OC)c(F)n8C)c7c6OC)c(F)c5n4C)c3nc2-c2cc(C)cc(F)c2)cc(SC)c1F,2.542,2.812,10.75224
2320,electronic_prop_molecule_1135.dat,COc1ccc2c(c1)C(=O)c1c(-c3cc(OC)c(-c4cc5sc6c(F)coc6c5s4)s3)oc(-c3cc(F)co3)c1C2=O,2.133,2.673,4.26883
2321,electronic_prop_molecule_3722.dat,COc1coc2c(F)c3c(OC)c(-c4c(F)c(F)c(-c5ncc(-c6c(F)c(F)cn6C)c6nn(C)nc56)n4C)oc3c(F)c12,2.631,3.087,3.49946
2322,electronic_prop_molecule_232.dat,COc1ccc2nc(OC)c(SC)nc2c1-c1sc2c(oc3c(F)coc32)c1SC,3.043,3.448,2.24172
2323,electronic_prop_molecule_3044.dat,COc1nc2c(-c3occ(SC)c3SC)c(C)cc(-c3oc(-c4cc(F)c(-c5occc5F)s4)c(SC)c3C)c2nc1SC,2.704,3.168,4.51249
2324,electronic_prop_molecule_1653.dat,COc1cc(-c2c3cc(-c4oc5c(SC)c(-c6c(F)c(C)c(-c7c(SC)c8c(c(SC)cn8C)n7C)c7nn(C)nc67)sc5c4C)n(C)c3c(-c3cc(SC)c(F)n3C)c3ccsc23)oc1F,2.748,3.175,7.24
2325,electronic_prop_molecule_4703.dat,COc1ccoc1-c1oc(-c2ncc(-c3cc(OC)c(-c4oc(-c5nccc6nn(C)nc56)cc4OC)o3)c3nn(C)nc23)cc1OC,1.891,2.333,7.17557
2326,electronic_prop_molecule_2372.dat,CSc1coc(-c2ccc(-c3sc4cc(-c5c(SC)cc(-c6oc7c(SC)c(-c8oc(-c9ccc(-c%10sc%11cc(-c%12c(SC)cc(-c%13oc%14c(SC)cn(C)c%14c%13C)c%13nc(F)c(C)nc%12%13)oc%11c%10SC)s9)cc8SC)n(C)c7c6C)c6nc(F)c(C)nc56)oc4c3SC)s2)c1,2.287,2.508,8.94591
2327,electronic_prop_molecule_2414.dat,COc1ccc2nc(OC)c(SC)nc2c1-c1sc(-c2ccco2)cc1C,3.14,3.523,3.44903
2328,electronic_prop_molecule_4065.dat,Fc1c2cc(-c3ccc(-c4ncc(-c5ccco5)c5c4[N]O[N]5)o3)sc2c(F)c2ccsc12,1.963,2.572,1.07155
2329,electronic_prop_molecule_2400.dat,COc1ccc(-c2c3ccn(C)c3c(-c3cc(F)c(OC)c(F)c3)c3c(SC)c(-c4cc(F)cc5nc(SC)c(SC)nc45)sc23)cc1C,2.961,3.276,5.4676
2330,electronic_prop_molecule_4071.dat,CSc1coc2c(F)c3c(SC)c(-c4ccc(-c5ncc(-c6ccco6)c6c5[N]O[N]6)o4)oc3c(F)c12,1.881,2.468,2.72718
2331,electronic_prop_molecule_1109.dat,COc1cc(-c2c(SC)ccn2C)oc1-c1c(C)ccc2nn(C)nc12,2.907,3.444,2.13106
2332,electronic_prop_molecule_3078.dat,COc1csc(-c2c(OC)c(C)c(-c3cc(SC)c(-c4cc(SC)c(-c5cccs5)o4)s3)c3nc(-c4cccc(F)c4)c(-c4cc(C)c(C)c(F)c4)nc23)c1C,2.531,2.935,4.43504
2333,electronic_prop_molecule_4717.dat,CSc1csc(-c2cnc(-c3sc(-c4oc5c(SC)c6c(C)coc6c(SC)c5c4C)c(SC)c3SC)c3nsnc23)c1SC,2.06,2.57,1.65943
2334,electronic_prop_molecule_2366.dat,COc1coc2cc(-c3c(SC)cc(-c4oc5cc(-c6ccc(-c7cc(SC)c(-c8oc9cc(-c%10c(SC)cc(-c%11oc%12cc(-c%13ccc(-c%14cc(SC)cn%14C)s%13)oc%12c%11SC)c%11nc(SC)cnc%10%11)oc9c8OC)n7C)s6)oc5c4SC)c4nc(SC)cnc34)oc12,2.177,2.486,2.3526
2335,electronic_prop_molecule_4924.dat,Cc1cc(-c2c3oc(-c4ncc(-c5oc6c(-c7cc(C)c(C)c(C)c7)c7c(C)c(-c8nccc9nonc89)oc7c(-c7cc(C)c(C)c(C)c7)c6c5C)c5nonc45)c(C)c3c(-c3cc(C)c(C)c(C)c3)c3occ(C)c23)cc(C)c1C,1.899,2.394,2.85258
2336,electronic_prop_molecule_3093.dat,COc1c(SC)c(-c2sccc2SC)c2nn(C)nc2c1-c1c(C)c(OC)c(-c2oc3c(C)c4ccoc4cc3c2SC)n1C,3.307,3.655,4.70219
2337,electronic_prop_molecule_1684.dat,COc1ccc(-c2nc3c(-c4cc5sc6c(F)coc6c5s4)c(F)c(OC)cc3nc2-c2ccc(F)c(C)c2)cc1C,2.808,3.19,0.90784
2338,electronic_prop_molecule_583.dat,COc1cc2c(cc1C)C(=O)c1c(-c3cc(F)c(-c4sc5c(C)c(-c6[se]c(-c7[se]c(-c8cc(F)c(-c9sc%10c(C)cn(C)c%10c9SC)s8)c8c7C(=O)c7cc(OC)c(C)cc7C8=O)cc6F)n(C)c5c4SC)s3)[se]c(-c3cc(F)c[se]3)c1C2=O,2.087,2.377,7.73488
2339,electronic_prop_molecule_597.dat,COc1[se]c(C)c2c1C(=O)c1c(-c3cc(F)c(-c4cc(C)c(-c5sc(-c6sc(-c7oc(-c8cc(F)c(-c9cc(C)c(-c%10sccc%10SC)o9)o8)c8c7C(=O)c7c(C)[se]c(OC)c7C8=O)cc6SC)cc5SC)o4)o3)oc(-c3cc(SC)cs3)c1C2=O,2.248,2.454,3.35309
2340,electronic_prop_molecule_3939.dat,COc1c2sc(-c3sc(-c4ncc(-c5scc(C)c5C)c5nsnc45)c(C)c3C)c(F)c2c(OC)c2scc(F)c12,2.035,2.512,1.80864
2341,electronic_prop_molecule_1848.dat,CSC1=C(C)C(c2oc(-c3cccn3C)cc2C)CN=C1c1c(C)cc(-c2occ(SC)c2F)c2nsnc12,2.677,3.241,4.83088
2342,electronic_prop_molecule_1690.dat,COc1c(-c2c(F)cc(-c3scc(F)c3SC)c3nn(C)nc23)oc(-c2c(F)c3c(-c4cc(C)c(C)s4)c4occ(C)c4c(-c4cc(SC)c(SC)n4C)c3n2C)c1OC,2.487,2.907,3.48928
2343,electronic_prop_molecule_2399.dat,COc1cc(C)cc(-c2c3cc(-c4c(F)c(OC)cc5nc(-c6ccc(F)c(C)c6)c(-c6ccc(OC)c(C)c6)nc45)sc3c(-c3cc(F)cc(SC)c3)c3c(C)csc23)c1,2.81,3.164,1.41318
2344,electronic_prop_molecule_4930.dat,CSc1ccsc1-c1sc(-c2oc(-c3ncc(-c4oc(-c5cc(SC)c(-c6sc(-c7oc(-c8ncc(-c9occ(C)c9C)c9nonc89)c(C)c7C)cc6SC)s5)c(C)c4C)c4nonc34)c(C)c2C)cc1SC,1.728,2.074,6.10133
2345,electronic_prop_molecule_3087.dat,COc1ccc(-c2nc3c(-c4sc5c(SC)c(-c6cc(OC)c(-c7ccco7)s6)oc5c4SC)cc(OC)c(-c4sc5c(C)cn(C)c5c4C)c3nc2-c2ccc(OC)c(F)c2)cc1F,2.408,2.715,2.80102
2346,electronic_prop_molecule_1860.dat,COc1c(F)csc1-c1c(SC)c(F)c(-c2oc(-c3ccc(-c4cc(SC)cn4C)s3)cc2F)c2nonc12,2.24,2.744,1.61897
2347,electronic_prop_molecule_4918.dat,Cn1cc(F)c2c(F)c3c(c(F)c(-c4ncc(-c5c(F)c6c(F)c7c(c(F)c(-c8nccc9nonc89)n7C)c(F)c6n5C)c5nonc45)n3C)c(F)c21,2.003,2.472,4.01449
2348,electronic_prop_molecule_3911.dat,COc1c2cc(-c3sc(-c4ncc(-c5scc(F)c5F)c5nsnc45)c(F)c3F)n(C)c2c(OC)c2ccn(C)c12,1.973,2.437,1.63639
2349,electronic_prop_molecule_3905.dat,COc1c2c(F)c(-c3sc(-c4ncc(-c5scc(F)c5F)c5nsnc45)c(F)c3F)n(C)c2c(OC)c2c(F)cn(C)c12,2.173,2.628,3.40621
2350,electronic_prop_molecule_1874.dat,COc1cc2nonc2c(-c2ccc(-c3cc(SC)cn3C)s2)c1OC,2.455,3.076,7.21718
2351,electronic_prop_molecule_1323.dat,COc1c(C)c(-c2c(C)c3occ(OC)c3n2C)c2nc(SC)cnc2c1-c1cc2c(s1)c(C)c(-c1sc3c(oc4c(F)c(-c5oc6c(C)c(-c7c(C)c(OC)c(-c8cc9c(s8)c(C)c(-c8sc%10c(oc%11c(F)coc%11%10)c8SC)n9C)c8ncc(SC)nc78)n(C)c6c5OC)oc43)c1SC)n2C,2.406,2.573,3.40774
2352,electronic_prop_molecule_742.dat,COc1c(-c2c(SC)c(F)c(-c3sc4cc(-c5cc6sc7c(F)coc7c6s5)n(C)c4c3SC)c3ncc(SC)nc23)oc2c(F)csc12,2.81,3.114,3.64394
2353,electronic_prop_molecule_3534.dat,Cc1coc(-c2cnc(-c3oc(-c4c(C)c5c(F)c6c(c(C)cn6C)c(F)c5n4C)c(C)c3C)c3nonc23)c1C,1.939,2.549,1.70548
2354,electronic_prop_molecule_5145.dat,COc1ccsc1-c1sc(-c2sc(-c3ncc(-c4sc(-c5cc(OC)c(-c6sc(-c7sc(-c8ncc(-c9scc(OC)c9OC)c9nsnc89)c(OC)c7OC)cc6OC)s5)c(OC)c4OC)c4nsnc34)c(OC)c2OC)cc1OC,1.683,2.094,9.05427
2355,electronic_prop_molecule_3252.dat,Fc1cc(-c2c3cc(-c4nccc5nonc45)oc3c(-c3cc(F)c(F)c(F)c3)c3ccoc23)cc(F)c1F,2.465,3.13,1.82296
2356,electronic_prop_molecule_1445.dat,COc1cc(-c2nc3c(-c4cc(C)c(-c5cc(SC)c(-c6ccc(-c7ccc(-c8c(OC)c(SC)c(-c9cc(C)c(-c%10cc(SC)c(-c%11cccs%11)s%10)s9)c9nc(-c%10cc(F)c(OC)c(OC)c%10)c(-c%10ccc(F)c(C)c%10)nc89)n7C)s6)s5)s4)c(SC)c(OC)c(-c4cccn4C)c3nc2-c2ccc(F)c(C)c2)cc(F)c1OC,2.283,2.439,4.60398
2357,electronic_prop_molecule_1451.dat,COc1ccc2nc(OC)c(SC)nc2c1-c1sc2c(OC)c3c(C)cn(C)c3c(OC)c2c1C,3.126,3.53,3.30085
2358,electronic_prop_molecule_2158.dat,COc1cc(-c2c3cc(-c4cc(F)cc5nn(C)nc45)n(C)c3c(-c3cc(SC)c(F)n3C)c3ccsc23)oc1F,2.727,3.238,4.08408
2359,electronic_prop_molecule_4529.dat,CSc1cn(C)c(-c2cnc(-c3c(SC)c(SC)c(-c4c(SC)c5cc6c(cc5n4C)c(SC)cn6C)n3C)c3nn(C)nc23)c1SC,2.808,3.225,5.14153
2360,electronic_prop_molecule_3246.dat,Cc1cc(-c2c3cc(-c4nccc5nonc45)n(C)c3c(-c3cc(C)c(C)c(C)c3)c3ccn(C)c23)cc(C)c1C,2.025,2.589,2.81829
2361,electronic_prop_molecule_3520.dat,CSc1c2sc(-c3c(C)c(C)c(-c4ncc(-c5c(C)c(C)cn5C)c5nn(C)nc45)n3C)c(C)c2c(SC)c2scc(C)c12,2.814,3.243,2.08116
2362,electronic_prop_molecule_756.dat,CSc1cc(-c2oc(-c3cc(F)cs3)c3c2C(=O)c2csc(C)c2C3=O)sc1-c1cc2c([se]1)-c1sccc1[SiH2]2,2.125,2.57,1.52665
2363,electronic_prop_molecule_5151.dat,COc1ccsc1-c1sc(-c2c(SC)c(SC)c(-c3ncc(-c4c(SC)c(SC)c(-c5cc(OC)c(-c6sc(-c7c(SC)c(SC)c(-c8ncc(-c9c(SC)c(SC)cn9C)c9nn(C)nc89)n7C)cc6OC)s5)n4C)c4nn(C)nc34)n2C)cc1OC,2.403,2.631,9.66362
2364,electronic_prop_molecule_1337.dat,COc1cc(-c2sc(-c3oc(-c4ccc(-c5ccc(-c6occc6OC)s5)s4)c4c3C(=O)c3c(SC)sc(F)c3C4=O)cc2C)oc1-c1ccc(-c2ccc(-c3oc(-c4cc(C)cs4)c4c3C(=O)c3c(F)sc(SC)c3C4=O)s2)s1,2.023,2.233,8.8023
2365,electronic_prop_molecule_3508.dat,COc1ccn(C)c1-c1c(OC)cc(-c2c(C)c(C)c(-c3ncc(-c4c(C)c(C)cn4C)c4nn(C)nc34)n2C)n1C,2.665,3.13,4.79997
2366,electronic_prop_molecule_4267.dat,COc1cn(C)c(-c2cnc(-c3c(OC)c(OC)c(-c4cc5cc6c(ccn6C)cc5n4C)n3C)c3nn(C)nc23)c1OC,2.698,3.191,2.76643
2367,electronic_prop_molecule_2616.dat,COc1c(-c2c(SC)c(F)c(-c3sc4cc(-c5cc6oc7c(F)coc7c6s5)n(C)c4c3SC)c3ncc(SC)nc23)oc2c(F)csc12,2.661,2.973,3.82472
2368,electronic_prop_molecule_1479.dat,COc1cc(-c2ccc(-c3sc(-c4oc(-c5ccc[se]5)c5c4C(=O)c4c(coc4F)C5=O)cc3F)n2C)n(C)c1,2.227,2.806,1.85754
2369,electronic_prop_molecule_2170.dat,Cc1ccc2nn(C)nc2c1-c1cc2c([se]1)-c1sccc1[SiH2]2,2.724,3.209,1.56574
2370,electronic_prop_molecule_4501.dat,CSc1cn(C)c(-c2cnc(-c3c(SC)c(SC)c(-c4sc5c(C)c6c(C)csc6c(C)c5c4C)n3C)c3nn(C)nc23)c1SC,2.813,3.212,4.22112
2371,electronic_prop_molecule_2164.dat,COc1nc2c(-c3oc(-c4cc5oc6c(C)c(-c7oc(-c8c(OC)c(C)c(-c9oc(-c%10cc%11oc%12c(C)coc%12c%11n%10C)c(F)c9C)c9nc(OC)c(C)nc89)c(SC)c7C)oc6c5n4C)c(F)c3C)c(C)c(OC)c(-c3occ(C)c3SC)c2nc1C,2.765,2.961,5.50594
2372,electronic_prop_molecule_4515.dat,CSc1cn(C)c(-c2cnc(-c3c(SC)c(SC)c(-c4oc5c(F)c6c(SC)coc6c(F)c5c4SC)n3C)c3nn(C)nc23)c1SC,2.945,3.299,5.89532
2373,electronic_prop_molecule_4273.dat,COc1cn(C)c(-c2cnc(-c3c(OC)c(OC)c(-c4cc5cc6occc6cc5o4)n3C)c3nn(C)nc23)c1OC,2.602,3.044,3.23232
2374,electronic_prop_molecule_2602.dat,CSc1coc(-c2ccc(-c3c(C)ccc4nn(C)nc34)s2)c1,2.782,3.374,1.71009
2375,electronic_prop_molecule_781.dat,CSc1ccc(-c2c3c(SC)csc3c(-c3cc(F)c(C)s3)c3c(C)c(-c4sc(-c5c(F)cc(-c6c(SC)c(F)cn6C)c6nonc56)c(C)c4SC)n(C)c23)s1,2.402,2.878,3.43146
2376,electronic_prop_molecule_4298.dat,COc1cn(C)c(-c2cnc(-c3c(OC)c(OC)c(-c4oc5c(SC)c6c(F)coc6c(SC)c5c4F)n3C)c3nn(C)nc23)c1OC,2.568,3,5.61604
2377,electronic_prop_molecule_2831.dat,COc1cc(SC)cc(-c2nc3c(-c4ccc(-c5sc(-c6ccco6)cc5C)o4)c(SC)c(SC)c(-c4c(SC)c(OC)cn4C)c3nc2-c2cc(C)c(F)c(C)c2)c1,2.562,2.854,3.70745
2378,electronic_prop_molecule_1486.dat,COc1cc(-c2nc3c(-c4c(C)c(C)c(-c5cc6[nH]c7cc[se]c7c6[se]5)n4C)ccc(-c4cc(SC)cn4C)c3nc2-c2cc(F)c(SC)c(F)c2)cc(C)c1OC,2.679,2.922,5.61597
2379,electronic_prop_molecule_3291.dat,Cc1c2sc(-c3nccc4nn(C)nc34)c(F)c2c(C)c2scc(F)c12,2.724,3.327,2.87009
2380,electronic_prop_molecule_3285.dat,Cc1csc2c(C)c3c(C)c(-c4nccc5nn(C)nc45)sc3c(C)c12,2.895,3.377,2.89737
2381,electronic_prop_molecule_1492.dat,COc1cc(SC)cc(-c2nc3c(-c4ccc(-c5oc(-c6c(SC)ccn6C)cc5OC)o4)c(SC)c(SC)c(-c4c(SC)c(OC)cn4C)c3nc2-c2cc(C)c(F)c(C)c2)c1,2.43,2.707,1.60703
2382,electronic_prop_molecule_795.dat,COc1cc2c(cc1C)C(=O)c1c(-c3cc(F)c(-c4oc5c(C)c6c(C)coc6c(C)c5c4F)o3)sc(-c3cc(SC)co3)c1C2=O,2.365,2.852,1.69987
2383,electronic_prop_molecule_2825.dat,Cc1ccc2nn(C)nc2c1-c1cc2oc3c(C)coc3c2n1C,3.232,3.699,1.88104
2384,electronic_prop_molecule_965.dat,COc1cc(-c2nc3c(-c4cc5c(s4)c(F)c(-c4cc6sc7c(F)c(-c8sc9c(OC)c(-c%10c(OC)c(OC)c(-c%11cc%12c(s%11)c(F)c(-c%11cc%13sc%14c(F)coc%14c%13s%11)n%12C)c%11nc(-c%12cc(OC)c(C)c(OC)c%12)c(-c%12cc(F)c(C)c(F)c%12)nc%10%11)sc9c8C)oc7c6s4)n5C)c(OC)c(OC)c(-c4sc5c(C)csc5c4OC)c3nc2-c2cc(F)c(C)c(F)c2)cc(OC)c1C,2.175,2.381,7.22087
2385,electronic_prop_molecule_971.dat,CSc1sc(F)c2c1C(=O)c1c(-c3cc(C)cs3)oc(-c3ccc(-c4oc(-c5cccs5)cc4C)s3)c1C2=O,2.284,2.762,1.65667
2386,electronic_prop_molecule_2819.dat,COc1ccoc1-c1ccc(-c2c(SC)c(SC)cc3nc(F)c(SC)nc23)s1,2.757,3.144,4.8843
2387,electronic_prop_molecule_2818.dat,CSc1cc2nc(-c3ccc(F)c(F)c3)c(-c3ccccc3)nc2c(-c2cc3oc4c(SC)coc4c3n2C)c1C,3.147,3.397,3.43669
2388,electronic_prop_molecule_970.dat,COc1cc(-c2nc3c(-c4cc5c(s4)c(F)c(-c4cc6c([se]4)-c4sccc4[SiH2]6)n5C)c(OC)c(OC)c(-c4sc5c(C)csc5c4OC)c3nc2-c2cc(F)c(C)c(F)c2)cc(OC)c1C,2.144,2.463,6.91376
2389,electronic_prop_molecule_964.dat,COc1c(-c2c(C)c(SC)c(-c3oc4c(C)c(-c5oc(-c6cccn6C)cc5C)n(C)c4c3C)c3nsnc23)oc2c(F)coc12,2.413,2.757,2.16921
2390,electronic_prop_molecule_1493.dat,Cc1cc(-c2cccs2)oc1-c1c(C)ccc2nn(C)nc12,3.001,3.546,0.89326
2391,electronic_prop_molecule_3284.dat,Cc1ccsc1-c1sc(-c2nccc3nn(C)nc23)cc1C,2.636,3.257,3.06034
2392,electronic_prop_molecule_2824.dat,COc1cc2nonc2c(-c2cc3oc4c(SC)coc4c3n2C)c1OC,3.053,3.523,4.90602
2393,electronic_prop_molecule_794.dat,COc1cc2c(cc1C)C(=O)c1c(-c3cc(F)c(-c4sc5c(C)cn(C)c5c4SC)o3)sc(-c3cc(SC)co3)c1C2=O,2.239,2.753,4.30123
2394,electronic_prop_molecule_2830.dat,COc1ccc(-c2nc3c(-c4oc5c(-c6cc(SC)c(C)o6)c6ccsc6c(-c6cc(OC)c(F)n6C)c5c4OC)c(OC)c(SC)cc3nc2-c2cc(F)c(SC)c(F)c2)cc1SC,2.866,3.308,4.15485
2395,electronic_prop_molecule_4299.dat,COc1cn(C)c(-c2cnc(-c3c(OC)c(OC)c(-c4cc5c(SC)c6occc6c(SC)c5o4)n3C)c3nn(C)nc23)c1OC,2.661,3.081,3.37977
2396,electronic_prop_molecule_780.dat,COc1c(-c2cc3c([se]2)-c2occc2[SiH2]3)oc(-c2c(F)cc(-c3scc(F)c3SC)c3nn(C)nc23)c1OC,2.355,2.761,4.36661
2397,electronic_prop_molecule_3290.dat,c1cc2nsnc2c(-c2cc3c(s2)-c2sccc2C3)n1,2.165,2.791,1.84042
2398,electronic_prop_molecule_1487.dat,COc1cc(-c2c3sccc3c(-c3cc(SC)c(C)o3)c3oc(-c4c(F)c5oc(-c6cc(F)c(-c7c(SC)c8c(c(OC)cn8C)n7C)c7nn(C)nc67)c(SC)c5n4C)c(OC)c23)n(C)c1F,2.555,2.94,6.88479
2399,electronic_prop_molecule_4514.dat,Fc1csc2cc3c(F)c(-c4ncc(-c5sc6cc7c(F)c(-c8nccc9nonc89)sc7cc6c5F)c5nonc45)sc3cc12,2.064,2.577,3.40579
2400,electronic_prop_molecule_2165.dat,COc1nc2c(-c3occ(F)c3SC)c(F)c(OC)c(-c3sc(-c4oc5c(C)c6c(C)c(-c7oc(-c8c(F)c(OC)c(-c9sc(-c%10oc%11c(C)c%12c(C)coc%12c(C)c%11c%10F)c(F)c9SC)c9nc(C)c(OC)nc89)c(SC)c7F)oc6c(C)c5c4F)c(F)c3SC)c2nc1C,2.535,2.826,3.37647
2401,electronic_prop_molecule_2603.dat,CSc1c(-c2c(F)c(C)c(-c3c(SC)c4c(c(SC)cn4C)n3C)c3nn(C)nc23)sc2c(C)c(-c3cc4c([se]3)-c3occc3[SiH2]4)oc12,1.047,1.619,6.22303
2402,electronic_prop_molecule_4272.dat,COc1c2sc(-c3ccc(-c4ncc(-c5cccs5)c5nsnc45)s3)c(SC)c2c(OC)c2scc(SC)c12,1.971,2.448,0.95995
2403,electronic_prop_molecule_2617.dat,COc1c(-c2c(SC)c(F)c(-c3sc4cc(-c5sc6c(F)csc6c5F)n(C)c4c3SC)c3ncc(SC)nc23)oc2c(F)csc12,2.772,3.077,2.92697
2404,electronic_prop_molecule_4266.dat,Cc1csc2cc3c(C)c(-c4ccc(-c5ncc(-c6cccs6)c6nsnc56)s4)sc3cc12,1.908,2.411,1.22029
2405,electronic_prop_molecule_3509.dat,CSc1ccn(C)c1-c1c(SC)cc(-c2oc(-c3ncc(-c4occ(C)c4C)c4c3[N]O[N]4)c(C)c2C)n1C,1.799,2.424,2.31726
2406,electronic_prop_molecule_4500.dat,CSc1cn(C)c(-c2cnc(-c3c(SC)c(SC)c(-c4sc5c(C)c6c(F)csc6c(C)c5c4F)n3C)c3nn(C)nc23)c1SC,2.858,3.231,6.70837
2407,electronic_prop_molecule_2171.dat,CSc1c[se]c(-c2sc(-c3cc(C)c(-c4cc5[nH]c6cc[se]c6c5o4)o3)c3c2C(=O)c2c(SC)oc(C)c2C3=O)c1,2.127,2.637,4.06988
2408,electronic_prop_molecule_1478.dat,O=C1c2c(coc2F)C(=O)c2c(-c3ccc[se]3)oc(-c3cc(F)c(-c4sc5c(F)csc5c4F)s3)c21,2.422,2.944,2.51224
2409,electronic_prop_molecule_3247.dat,COc1coc2c(-c3cc(C)c(C)c(C)c3)c3c(OC)c(-c4nccc5nonc45)oc3c(-c3cc(C)c(C)c(C)c3)c12,2.246,2.946,2.82826
2410,electronic_prop_molecule_4528.dat,COc1csc2cc3c(OC)c(-c4c(SC)c(SC)c(-c5ncc(-c6c(SC)c(SC)cn6C)c6nn(C)nc56)n4C)sc3cc12,2.844,3.225,3.18148
2411,electronic_prop_molecule_2159.dat,COc1[se]c(C)c2c1C(=O)c1c(-c3cc(F)c(-c4oc(-c5cccs5)cc4C)o3)oc(-c3cc(SC)cs3)c1C2=O,2.406,2.82,2.37558
2412,electronic_prop_molecule_1450.dat,COc1c(-c2c(C)c(SC)c(-c3oc4c(C)c(-c5cc6[nH]c7cc[se]c7c6o5)n(C)c4c3C)c3nsnc23)oc2c(F)coc12,2.285,2.577,6.49006
2413,electronic_prop_molecule_1336.dat,CSc1c(-c2sc(-c3oc(-c4ccc(-c5c(C)c6sc(-c7sc(-c8oc(-c9ccc[se]9)c9c8C(=O)c8c(coc8F)C9=O)cc7F)c(SC)c6n5C)[se]4)c4c3C(=O)c3c(coc3F)C4=O)cc2F)sc2c(C)cn(C)c12,2.067,2.356,4.12701
2414,electronic_prop_molecule_5150.dat,CSc1cn(C)c(-c2cnc(-c3c(SC)c(SC)c(-c4ccc(-c5ccc(-c6c(SC)c(SC)c(-c7cnc(-c8c(SC)c(SC)c(-c9ccc(-c%10ccco%10)o9)n8C)c8nn(C)nc78)n6C)o5)o4)n3C)c3c2[N]N(C)[N]3)c1SC,2.493,2.733,4.36612
2415,electronic_prop_molecule_3521.dat,Cc1coc(-c2cnc(-c3oc(-c4cc5c(C)c6occc6c(C)c5o4)c(C)c3C)c3nonc23)c1C,1.861,2.46,1.60624
2416,electronic_prop_molecule_757.dat,COc1cc(-c2ccc(-c3oc(-c4oc(-c5cc(SC)cs5)c5c4C(=O)c4c(OC)[se]c(C)c4C5=O)cc3F)o2)n(C)c1,2.478,2.909,3.82463
2417,electronic_prop_molecule_5144.dat,COc1csc(-c2cnc(-c3sc(-c4cc(OC)c(-c5c(OC)cc(-c6sc(-c7cnc(-c8sc(-c9cc(OC)c(-c%10c(OC)ccn%10C)n9C)c(OC)c8OC)c8nsnc78)c(OC)c6OC)n5C)n4C)c(OC)c3OC)c3nsnc23)c1OC,1.823,2.221,3.29304
2418,electronic_prop_molecule_743.dat,COc1c(-c2c(SC)c(F)c(-c3sc4cc(-c5c(F)c6c(-c7cc(C)c(C)s7)c7occ(C)c7c(-c7cc(SC)c(SC)n7C)c6n5C)n(C)c4c3SC)c3ncc(SC)nc23)oc2c(F)csc12,2.903,3.181,1.78049
2419,electronic_prop_molecule_3535.dat,COc1coc2c(C)c3c(OC)c(-c4oc(-c5ncc(-c6occ(C)c6C)c6nonc56)c(C)c4C)oc3c(C)c12,1.786,2.401,1.72532
